DATE                                      VALUE
1982-03-11                              1.60233
1982-03-12                              0.14337
1982-03-15                             -0.07158
1982-03-16                             -0.35817
1982-03-17                             -0.21567
1982-03-18                             -0.07205
1982-03-19                              0.14420
1982-03-22                             -1.07991
1982-03-23                             -0.14556
1982-03-24                              1.38484
1982-03-25                             -0.07189
1982-03-26                              0.79137
1982-03-29                              1.07066
1982-03-30                              0.21186
1982-03-31                             -0.07047
1982-04-01                             -0.56417
1982-04-02                              0.00000
1982-04-05                              0.42553
1982-04-06                              0.14124
1982-04-07                              0.00000
1982-04-08                             -1.41044
1982-04-09                                    .
1982-04-12                                    .
1982-04-13                              0.00000
1982-04-14                              0.86768
1982-04-15                             -0.28674
1982-04-16                             -1.43781
1982-04-19                             -0.36470
1982-04-20                              0.43924
1982-04-21                             -0.21866
1982-04-22                              0.14609
1982-04-23                             -0.14588
1982-04-26                              0.07305
1982-04-27                              0.00000
1982-04-28                              0.51095
1982-04-29                              0.72622
1982-04-30                              0.00000
1982-05-03                              0.57678
1982-05-04                             -0.57348
1982-05-05                             -0.50469
1982-05-06                             -1.88406
1982-05-07                             -0.44313
1982-05-10                              0.07418
1982-05-11                             -0.22239
1982-05-12                              0.96582
1982-05-13                              0.22075
1982-05-14                             -1.02790
1982-05-17                              0.66766
1982-05-18                              0.22108
1982-05-19                              0.29412
1982-05-20                             -0.80645
1982-05-21                             -0.07391
1982-05-24                              0.44379
1982-05-25                              0.29455
1982-05-26                              0.44053
1982-05-27                              0.29240
1982-05-28                             -0.07289
1982-05-31                                    .
1982-06-01                                    .
1982-06-02                             -0.50251
1982-06-03                              0.28860
1982-06-04                              0.57554
1982-06-07                             -0.28612
1982-06-08                              0.28694
1982-06-09                              0.07153
1982-06-10                              0.21444
1982-06-11                             -0.64194
1982-06-14                              2.01005
1982-06-15                              0.00000
1982-06-16                              0.35186
1982-06-17                              1.54278
1982-06-18                              0.96685
1982-06-21                              0.06840
1982-06-22                              0.20506
1982-06-23                              0.54570
1982-06-24                             -0.20353
1982-06-25                              0.33990
1982-06-28                             -0.20325
1982-06-29                             -0.81466
1982-06-30                             -1.16359
1982-07-01                             -0.27701
1982-07-02                              0.69444
1982-07-05                                    .
1982-07-06                                    .
1982-07-07                              0.06906
1982-07-08                             -2.07039
