19790101,011,1
19790101,112,4
19790102,1123,1
19790103,042,113
19790103,138,1
19790105,017,11
19790105,022,2
19790105,073,4
19790106,012,8
19790106,0841,2
19790107,053,1
19790107,154,4
19790108,038,4
19790108,043,113
19790109,033,2
19790109,0811,2
19790109,084,5
19790109,190,40
19790110,017,4
19790110,022,2
