042,13024078
010,12260789
043,12219569
040,11750407
020,8421154
046,7663379
036,7551449
051,7542998
190,7478357
173,5833794
013,3816967
112,3501458
030,2926481
120,2867896
111,2766231
090,2675023
057,2573416
012,2469954
110,2349315
193,2061513
