""	"sequence"	"support"
"1515"	"<{23067}>"	0.0476190476190476
"1516"	"<{23076}>"	0.0595238095238095
"1517"	"<{23088}>"	0.208333333333333
"1518"	"<{23096}>"	0.154761904761905
"1519"	"<{231}>"	0.333333333333333
"1520"	"<{2317}>"	0.113095238095238
"1521"	"<{23174}>"	0.0714285714285714
"1522"	"<{23186}>"	0.125
"1523"	"<{2319}>"	0.0595238095238095
"1524"	"<{2322}>"	0.0892857142857143
"1525"	"<{23225}>"	0.0535714285714286
"1526"	"<{23233}>"	0.0595238095238095
"1527"	"<{2328}>"	0.125
"1528"	"<{232824}>"	0.0595238095238095
"1529"	"<{23293}>"	0.0535714285714286
"1530"	"<{23381}>"	0.0595238095238095
"1531"	"<{23384}>"	0.0833333333333333
"1532"	"<{23386}>"	0.0535714285714286
"1533"	"<{2339}>"	0.0595238095238095
"1534"	"<{234}>"	0.148809523809524
"1535"	"<{23404}>"	0.136904761904762
"1536"	"<{23409}>"	0.148809523809524
"1537"	"<{23410}>"	0.0654761904761905
"1538"	"<{23411}>"	0.0535714285714286
"1539"	"<{23412}>"	0.0535714285714286
"1540"	"<{23417}>"	0.0833333333333333
"1541"	"<{23423}>"	0.0535714285714286
"1542"	"<{23442}>"	0.0535714285714286
"1543"	"<{23445}>"	0.0535714285714286
"1544"	"<{23452}>"	0.0476190476190476
"1545"	"<{23455}>"	0.0476190476190476
"1546"	"<{23463}>"	0.0714285714285714
"1547"	"<{234656}>"	0.0714285714285714
"1548"	"<{23484}>"	0.0773809523809524
"1549"	"<{23503}>"	0.0714285714285714
"1550"	"<{23519}>"	0.130952380952381
"1551"	"<{2352}>"	0.107142857142857
"1552"	"<{2353}>"	0.154761904761905
"1553"	"<{23554}>"	0.0654761904761905
"1554"	"<{2356}>"	0.101190476190476
"1555"	"<{23566}>"	0.0714285714285714
"1556"	"<{2357}>"	0.410714285714286
"1557"	"<{2361}>"	0.0654761904761905
"1558"	"<{23612}>"	0.0595238095238095
"1559"	"<{23628}>"	0.0714285714285714
"1560"	"<{23663}>"	0.0595238095238095
"1561"	"<{2367}>"	0.0476190476190476
"1562"	"<{23681}>"	0.125
"1563"	"<{2369}>"	0.0654761904761905
"1564"	"<{23696}>"	0.0892857142857143
"1565"	"<{23721}>"	0.113095238095238
"1566"	"<{23722}>"	0.0535714285714286
"1567"	"<{23739}>"	0.130952380952381
"1568"	"<{23742}>"	0.0476190476190476
"1569"	"<{23749}>"	0.107142857142857
"1570"	"<{23750}>"	0.0476190476190476
"1571"	"<{23804}>"	0.0714285714285714
"1572"	"<{2381}>"	0.0714285714285714
"1573"	"<{23840}>"	0.119047619047619
"1574"	"<{23857}>"	0.0476190476190476
"1575"	"<{2386}>"	0.0892857142857143
"1576"	"<{23881}>"	0.0892857142857143
"1577"	"<{23928}>"	0.0654761904761905
"1578"	"<{23937}>"	0.0714285714285714
"1579"	"<{23938}>"	0.0535714285714286
"1580"	"<{2395}>"	0.172619047619048
"1581"	"<{2396}>"	0.0833333333333333
"1582"	"<{2399}>"	0.101190476190476
"1583"	"<{23999}>"	0.0773809523809524
"1584"	"<{24}>"	0.136904761904762
"1585"	"<{24010}>"	0.113095238095238
"1586"	"<{2402}>"	0.0833333333333333
"1587"	"<{2403}>"	0.18452380952381
"1588"	"<{24036}>"	0.119047619047619
"1589"	"<{24039}>"	0.0833333333333333
"1590"	"<{24054}>"	0.0773809523809524
"1591"	"<{24056}>"	0.0654761904761905
"1592"	"<{24070}>"	0.0595238095238095
"1593"	"<{2409}>"	0.0476190476190476
"1594"	"<{24091}>"	0.130952380952381
"1595"	"<{24099}>"	0.113095238095238
"1596"	"<{24104}>"	0.0833333333333333
"1597"	"<{24105}>"	0.0476190476190476
"1598"	"<{24108}>"	0.101190476190476
"1599"	"<{24135}>"	0.0595238095238095
"1600"	"<{24139}>"	0.0476190476190476
"1601"	"<{24149}>"	0.136904761904762
"1602"	"<{24163}>"	0.101190476190476
"1603"	"<{24165}>"	0.0595238095238095
"1604"	"<{24196}>"	0.0476190476190476
"1605"	"<{24203}>"	0.113095238095238
"1606"	"<{2422}>"	0.0476190476190476
"1607"	"<{24237}>"	0.107142857142857
"1608"	"<{24244}>"	0.0535714285714286
"1609"	"<{2427}>"	0.107142857142857
"1610"	"<{24270}>"	0.172619047619048
"1611"	"<{24282}>"	0.0476190476190476
"1612"	"<{24303}>"	0.0714285714285714
"1613"	"<{24338}>"	0.0535714285714286
"1614"	"<{2436}>"	0.136904761904762
"1615"	"<{24375}>"	0.0892857142857143
"1616"	"<{2440}>"	0.0535714285714286
"1617"	"<{24409}>"	0.0595238095238095
"1618"	"<{24427}>"	0.0535714285714286
"1619"	"<{2443}>"	0.101190476190476
"1620"	"<{24432}>"	0.0892857142857143
"1621"	"<{24434}>"	0.113095238095238
"1622"	"<{2444}>"	0.0476190476190476
"1623"	"<{24442}>"	0.0535714285714286
"1624"	"<{2447}>"	0.0654761904761905
"1625"	"<{2448}>"	0.0595238095238095
"1626"	"<{2449}>"	0.119047619047619
"1627"	"<{24498}>"	0.0952380952380952
"1628"	"<{245}>"	0.303571428571429
"1629"	"<{24524}>"	0.0476190476190476
"1630"	"<{24535}>"	0.0535714285714286
"1631"	"<{24552}>"	0.119047619047619
"1632"	"<{24562}>"	0.0833333333333333
"1633"	"<{24569}>"	0.0714285714285714
"1634"	"<{24575}>"	0.0833333333333333
"1635"	"<{24584}>"	0.0535714285714286
"1636"	"<{246}>"	0.333333333333333
"1637"	"<{24600}>"	0.0476190476190476
"1638"	"<{24619}>"	0.0654761904761905
"1639"	"<{24642}>"	0.119047619047619
"1640"	"<{24644}>"	0.0952380952380952
"1641"	"<{24660}>"	0.119047619047619
"1642"	"<{24677}>"	0.0595238095238095
"1643"	"<{247}>"	0.0476190476190476
"1644"	"<{24712}>"	0.0773809523809524
"1645"	"<{24748}>"	0.0595238095238095
"1646"	"<{24771}>"	0.0595238095238095
"1647"	"<{24793}>"	0.0476190476190476
"1648"	"<{2480}>"	0.154761904761905
"1649"	"<{24810}>"	0.148809523809524
"1650"	"<{24814}>"	0.0535714285714286
"1651"	"<{24881}>"	0.101190476190476
"1652"	"<{24884}>"	0.0476190476190476
"1653"	"<{2489}>"	0.0654761904761905
"1654"	"<{24895}>"	0.0476190476190476
"1655"	"<{24902}>"	0.0833333333333333
"1656"	"<{24905}>"	0.107142857142857
"1657"	"<{24920}>"	0.0654761904761905
"1658"	"<{24922}>"	0.0595238095238095
"1659"	"<{24923}>"	0.0476190476190476
"1660"	"<{24929}>"	0.0535714285714286
"1661"	"<{24939}>"	0.0833333333333333
"1662"	"<{2495}>"	0.125
"1663"	"<{24962}>"	0.0892857142857143
"1664"	"<{24970}>"	0.0476190476190476
"1665"	"<{2501}>"	0.125
"1666"	"<{25013}>"	0.0476190476190476
"1667"	"<{25045}>"	0.0535714285714286
"1668"	"<{25058}>"	0.0535714285714286
"1669"	"<{25064}>"	0.0476190476190476
"1670"	"<{25074}>"	0.101190476190476
"1671"	"<{2509}>"	0.107142857142857
"1672"	"<{25133}>"	0.125
"1673"	"<{2514}>"	0.119047619047619
"1674"	"<{25154}>"	0.0595238095238095
"1675"	"<{25155}>"	0.0654761904761905
"1676"	"<{2516}>"	0.0952380952380952
"1677"	"<{25161}>"	0.160714285714286
"1678"	"<{25183}>"	0.0535714285714286
"1679"	"<{25189}>"	0.0773809523809524
"1680"	"<{25204}>"	0.0654761904761905
"1681"	"<{25215}>"	0.0833333333333333
"1682"	"<{25231}>"	0.0476190476190476
"1683"	"<{25238}>"	0.0535714285714286
"1684"	"<{25243}>"	0.0952380952380952
"1685"	"<{25249}>"	0.0773809523809524
"1686"	"<{25258}>"	0.119047619047619
"1687"	"<{25267}>"	0.0595238095238095
"1688"	"<{25268}>"	0.101190476190476
"1689"	"<{25284}>"	0.0714285714285714
"1690"	"<{2529}>"	0.148809523809524
"1691"	"<{25295}>"	0.142857142857143
"1692"	"<{25303}>"	0.0714285714285714
"1693"	"<{25321}>"	0.0595238095238095
"1694"	"<{2533}>"	0.172619047619048
"1695"	"<{25332}>"	0.0952380952380952
"1696"	"<{25341}>"	0.0892857142857143
"1697"	"<{25342}>"	0.119047619047619
"1698"	"<{25344}>"	0.0535714285714286
"1699"	"<{25346}>"	0.0535714285714286
"1700"	"<{25348}>"	0.0714285714285714
"1701"	"<{25350}>"	0.0833333333333333
"1702"	"<{2539}>"	0.18452380952381
"1703"	"<{2543}>"	0.0833333333333333
"1704"	"<{25450}>"	0.119047619047619
"1705"	"<{25458}>"	0.0595238095238095
"1706"	"<{2546}>"	0.148809523809524
"1707"	"<{2547}>"	0.0773809523809524
"1708"	"<{25487}>"	0.0595238095238095
"1709"	"<{255}>"	0.148809523809524
"1710"	"<{2550}>"	0.0654761904761905
"1711"	"<{25502}>"	0.0476190476190476
"1712"	"<{25514}>"	0.0476190476190476
"1713"	"<{25515}>"	0.0654761904761905
"1714"	"<{25518}>"	0.0535714285714286
"1715"	"<{25535}>"	0.19047619047619
"1716"	"<{25538}>"	0.0833333333333333
"1717"	"<{25556}>"	0.0773809523809524
"1718"	"<{25572}>"	0.0833333333333333
"1719"	"<{25589}>"	0.130952380952381
"1720"	"<{2560}>"	0.196428571428571
"1721"	"<{25615}>"	0.0476190476190476
"1722"	"<{25621}>"	0.0773809523809524
"1723"	"<{25633}>"	0.0595238095238095
"1724"	"<{25637}>"	0.0833333333333333
"1725"	"<{25638}>"	0.0654761904761905
"1726"	"<{25639}>"	0.166666666666667
"1727"	"<{25643}>"	0.0654761904761905
"1728"	"<{25648}>"	0.0714285714285714
"1729"	"<{25732}>"	0.0595238095238095
"1730"	"<{25747}>"	0.0773809523809524
"1731"	"<{2577}>"	0.31547619047619
"1732"	"<{25770}>"	0.0476190476190476
"1733"	"<{25811}>"	0.0952380952380952
"1734"	"<{25815}>"	0.101190476190476
"1735"	"<{25820}>"	0.0654761904761905
"1736"	"<{25822}>"	0.0833333333333333
"1737"	"<{25823}>"	0.0535714285714286
"1738"	"<{25842}>"	0.0714285714285714
"1739"	"<{25844}>"	0.0476190476190476
"1740"	"<{2585}>"	0.0952380952380952
"1741"	"<{25850}>"	0.0833333333333333
"1742"	"<{25858}>"	0.0595238095238095
"1743"	"<{25882}>"	0.0595238095238095
"1744"	"<{25887}>"	0.113095238095238
"1745"	"<{25891}>"	0.0535714285714286
"1746"	"<{25906}>"	0.0535714285714286
"1747"	"<{25920}>"	0.0714285714285714
"1748"	"<{25935}>"	0.107142857142857
"1749"	"<{25961}>"	0.0714285714285714
"1750"	"<{25965}>"	0.172619047619048
"1751"	"<{25981}>"	0.101190476190476
"1752"	"<{25990}>"	0.0833333333333333
"1753"	"<{25993}>"	0.0654761904761905
"1754"	"<{25996}>"	0.0833333333333333
"1755"	"<{26}>"	0.0773809523809524
"1756"	"<{26002}>"	0.0476190476190476
"1757"	"<{26007}>"	0.0714285714285714
"1758"	"<{2604}>"	0.0595238095238095
"1759"	"<{2605}>"	0.0833333333333333
"1760"	"<{26052}>"	0.0654761904761905
"1761"	"<{2606}>"	0.505952380952381
"1762"	"<{26076}>"	0.148809523809524
"1763"	"<{26113}>"	0.0952380952380952
"1764"	"<{26119}>"	0.0952380952380952
"1765"	"<{26120}>"	0.0476190476190476
"1766"	"<{26122}>"	0.0476190476190476
"1767"	"<{26129}>"	0.0476190476190476
"1768"	"<{26147}>"	0.0833333333333333
"1769"	"<{26148}>"	0.0535714285714286
"1770"	"<{26157}>"	0.0476190476190476
"1771"	"<{26173}>"	0.0714285714285714
"1772"	"<{26201}>"	0.0654761904761905
"1773"	"<{26221}>"	0.0654761904761905
"1774"	"<{2623}>"	0.0654761904761905
"1775"	"<{26238}>"	0.0535714285714286
"1776"	"<{26244}>"	0.142857142857143
"1777"	"<{26248}>"	0.0535714285714286
"1778"	"<{26262}>"	0.125
"1779"	"<{26283}>"	0.0535714285714286
"1780"	"<{262853}>"	0.0535714285714286
"1781"	"<{26291}>"	0.0476190476190476
"1782"	"<{26292}>"	0.0595238095238095
"1783"	"<{26310}>"	0.0476190476190476
"1784"	"<{26314}>"	0.119047619047619
"1785"	"<{26335}>"	0.0595238095238095
"1786"	"<{26345}>"	0.0833333333333333
"1787"	"<{26373}>"	0.0535714285714286
"1788"	"<{26420}>"	0.0476190476190476
"1789"	"<{26437}>"	0.0654761904761905
"1790"	"<{26443}>"	0.0952380952380952
"1791"	"<{26484}>"	0.0773809523809524
"1792"	"<{2649}>"	0.0476190476190476
"1793"	"<{26492}>"	0.0476190476190476
"1794"	"<{26496}>"	0.136904761904762
"1795"	"<{2650}>"	0.166666666666667
"1796"	"<{26510}>"	0.0476190476190476
"1797"	"<{26554}>"	0.113095238095238
"1798"	"<{2659}>"	0.0654761904761905
"1799"	"<{26598}>"	0.0535714285714286
"1800"	"<{2660}>"	0.369047619047619
"1801"	"<{26604}>"	0.119047619047619
"1802"	"<{26610}>"	0.0535714285714286
"1803"	"<{26634}>"	0.0892857142857143
"1804"	"<{26644}>"	0.0476190476190476
"1805"	"<{26649}>"	0.136904761904762
"1806"	"<{26668}>"	0.0476190476190476
"1807"	"<{2667}>"	0.0892857142857143
"1808"	"<{26671}>"	0.0892857142857143
"1809"	"<{26674}>"	0.0535714285714286
"1810"	"<{26683}>"	0.101190476190476
"1811"	"<{2669}>"	0.0773809523809524
"1812"	"<{26697}>"	0.0892857142857143
"1813"	"<{26706}>"	0.0476190476190476
"1814"	"<{26713}>"	0.0476190476190476
"1815"	"<{26727}>"	0.0773809523809524
"1816"	"<{26735}>"	0.0476190476190476
"1817"	"<{26742}>"	0.0714285714285714
"1818"	"<{26785}>"	0.154761904761905
"1819"	"<{26791}>"	0.0892857142857143
"1820"	"<{268}>"	0.25
"1821"	"<{26812}>"	0.0654761904761905
"1822"	"<{26824}>"	0.0535714285714286
"1823"	"<{26842}>"	0.0714285714285714
"1824"	"<{26862}>"	0.0535714285714286
"1825"	"<{26866}>"	0.0654761904761905
"1826"	"<{26885}>"	0.0654761904761905
"1827"	"<{26887}>"	0.0535714285714286
"1828"	"<{26893}>"	0.0654761904761905
"1829"	"<{26894}>"	0.0535714285714286
"1830"	"<{26899}>"	0.0476190476190476
"1831"	"<{26905}>"	0.0535714285714286
"1832"	"<{26915}>"	0.0833333333333333
"1833"	"<{26949}>"	0.0595238095238095
"1834"	"<{26951}>"	0.0892857142857143
"1835"	"<{26953}>"	0.136904761904762
"1836"	"<{2696}>"	0.0595238095238095
"1837"	"<{26968}>"	0.0535714285714286
"1838"	"<{26971}>"	0.0476190476190476
"1839"	"<{27015}>"	0.0833333333333333
"1840"	"<{27020}>"	0.0595238095238095
"1841"	"<{27079}>"	0.142857142857143
"1842"	"<{27090}>"	0.0654761904761905
"1843"	"<{27117}>"	0.0714285714285714
"1844"	"<{27121}>"	0.0654761904761905
"1845"	"<{27152}>"	0.0535714285714286
"1846"	"<{27153}>"	0.0476190476190476
"1847"	"<{27154}>"	0.0476190476190476
"1848"	"<{27185}>"	0.0476190476190476
"1849"	"<{27197}>"	0.136904761904762
"1850"	"<{27198}>"	0.0654761904761905
"1851"	"<{272}>"	0.202380952380952
"1852"	"<{2722}>"	0.285714285714286
"1853"	"<{27231}>"	0.107142857142857
"1854"	"<{27246}>"	0.0476190476190476
"1855"	"<{27255}>"	0.148809523809524
"1856"	"<{27284}>"	0.0535714285714286
"1857"	"<{27331}>"	0.0595238095238095
"1858"	"<{27332}>"	0.0476190476190476
"1859"	"<{27368}>"	0.0833333333333333
"1860"	"<{27397}>"	0.0476190476190476
"1861"	"<{27409}>"	0.0476190476190476
"1862"	"<{27412}>"	0.107142857142857
"1863"	"<{27413}>"	0.0892857142857143
"1864"	"<{2743}>"	0.0654761904761905
"1865"	"<{27441}>"	0.101190476190476
"1866"	"<{27457}>"	0.0892857142857143
"1867"	"<{27505}>"	0.160714285714286
"1868"	"<{27506}>"	0.0476190476190476
"1869"	"<{27576}>"	0.0535714285714286
"1870"	"<{27582}>"	0.0535714285714286
"1871"	"<{27596}>"	0.0773809523809524
"1872"	"<{27603}>"	0.0714285714285714
"1873"	"<{27608}>"	0.0595238095238095
"1874"	"<{27626}>"	0.0773809523809524
"1875"	"<{27668}>"	0.0535714285714286
"1876"	"<{27675}>"	0.0654761904761905
"1877"	"<{27709}>"	0.0476190476190476
"1878"	"<{27738}>"	0.0892857142857143
"1879"	"<{27767}>"	0.0714285714285714
"1880"	"<{27768}>"	0.0714285714285714
"1881"	"<{27776}>"	0.119047619047619
"1882"	"<{27789}>"	0.0476190476190476
"1883"	"<{27793}>"	0.0476190476190476
"1884"	"<{2780}>"	0.136904761904762
"1885"	"<{27807}>"	0.0595238095238095
"1886"	"<{27823}>"	0.0535714285714286
"1887"	"<{27854}>"	0.130952380952381
"1888"	"<{27866}>"	0.0595238095238095
"1889"	"<{27876}>"	0.0535714285714286
"1890"	"<{2789}>"	0.0773809523809524
"1891"	"<{279}>"	0.0654761904761905
"1892"	"<{2792}>"	0.119047619047619
"1893"	"<{27927}>"	0.0535714285714286
"1894"	"<{2793}>"	0.214285714285714
"1895"	"<{27940}>"	0.0476190476190476
"1896"	"<{27959}>"	0.0654761904761905
"1897"	"<{2796}>"	0.0714285714285714
"1898"	"<{27967}>"	0.0892857142857143
"1899"	"<{28015}>"	0.0595238095238095
"1900"	"<{2804}>"	0.0773809523809524
"1901"	"<{2808}>"	0.0476190476190476
"1902"	"<{28087}>"	0.0654761904761905
"1903"	"<{2809}>"	0.166666666666667
"1904"	"<{281}>"	0.18452380952381
"1905"	"<{2810}>"	0.0773809523809524
"1906"	"<{2811}>"	0.148809523809524
"1907"	"<{2812}>"	0.154761904761905
"1908"	"<{28125}>"	0.0535714285714286
"1909"	"<{28128}>"	0.0952380952380952
"1910"	"<{28136}>"	0.0833333333333333
"1911"	"<{28138}>"	0.0714285714285714
"1912"	"<{28150}>"	0.0833333333333333
"1913"	"<{28153}>"	0.0476190476190476
"1914"	"<{2816}>"	0.0892857142857143
"1915"	"<{28177}>"	0.0773809523809524
"1916"	"<{28194}>"	0.0535714285714286
"1917"	"<{282}>"	0.0892857142857143
"1918"	"<{28215}>"	0.0476190476190476
"1919"	"<{28228}>"	0.0833333333333333
"1920"	"<{2823}>"	0.113095238095238
"1921"	"<{28246}>"	0.0535714285714286
"1922"	"<{28275}>"	0.0595238095238095
"1923"	"<{283}>"	0.0654761904761905
"1924"	"<{2830}>"	0.0535714285714286
"1925"	"<{28346}>"	0.107142857142857
"1926"	"<{28347}>"	0.0654761904761905
"1927"	"<{28363}>"	0.0476190476190476
"1928"	"<{28388}>"	0.0714285714285714
"1929"	"<{28397}>"	0.0833333333333333
"1930"	"<{28439}>"	0.0833333333333333
"1931"	"<{2845}>"	0.119047619047619
"1932"	"<{28454}>"	0.0535714285714286
"1933"	"<{2848}>"	0.0833333333333333
"1934"	"<{28491}>"	0.0773809523809524
"1935"	"<{28492}>"	0.0595238095238095
"1936"	"<{28535}>"	0.148809523809524
"1937"	"<{28551}>"	0.0595238095238095
"1938"	"<{28572}>"	0.0476190476190476
"1939"	"<{2858}>"	0.321428571428571
"1940"	"<{2859}>"	0.25
"1941"	"<{28604}>"	0.0476190476190476
"1942"	"<{2864}>"	0.0476190476190476
"1943"	"<{28645}>"	0.0952380952380952
"1944"	"<{28655}>"	0.101190476190476
"1945"	"<{28662}>"	0.0595238095238095
"1946"	"<{287}>"	0.214285714285714
"1947"	"<{28704}>"	0.0595238095238095
"1948"	"<{28709}>"	0.0535714285714286
"1949"	"<{2871}>"	0.208333333333333
"1950"	"<{28710}>"	0.0535714285714286
"1951"	"<{28713}>"	0.0476190476190476
"1952"	"<{28718}>"	0.0535714285714286
"1953"	"<{2873}>"	0.470238095238095
"1954"	"<{28731}>"	0.0714285714285714
"1955"	"<{2875}>"	0.178571428571429
"1956"	"<{28756}>"	0.0476190476190476
"1957"	"<{28778}>"	0.0535714285714286
"1958"	"<{288}>"	0.208333333333333
"1959"	"<{2880}>"	0.196428571428571
"1960"	"<{28801}>"	0.0595238095238095
"1961"	"<{28835}>"	0.0476190476190476
"1962"	"<{28842}>"	0.0595238095238095
"1963"	"<{2885}>"	0.0595238095238095
"1964"	"<{28866}>"	0.0595238095238095
"1965"	"<{2887}>"	0.160714285714286
"1966"	"<{28878}>"	0.0654761904761905
"1967"	"<{28896}>"	0.0476190476190476
"1968"	"<{28898}>"	0.130952380952381
"1969"	"<{2891}>"	0.160714285714286
"1970"	"<{28913}>"	0.0535714285714286
"1971"	"<{28935}>"	0.0773809523809524
"1972"	"<{28944}>"	0.0773809523809524
"1973"	"<{29}>"	0.327380952380952
"1974"	"<{290}>"	0.0654761904761905
"1975"	"<{2901}>"	0.0952380952380952
"1976"	"<{29019}>"	0.0952380952380952
"1977"	"<{2902}>"	0.136904761904762
"1978"	"<{29032}>"	0.0476190476190476
"1979"	"<{2905}>"	0.0892857142857143
"1980"	"<{29109}>"	0.0535714285714286
"1981"	"<{29146}>"	0.0476190476190476
"1982"	"<{29147}>"	0.0714285714285714
"1983"	"<{2915}>"	0.0595238095238095
"1984"	"<{29176}>"	0.0535714285714286
"1985"	"<{29178}>"	0.0714285714285714
"1986"	"<{29189}>"	0.0833333333333333
"1987"	"<{292}>"	0.0535714285714286
"1988"	"<{29201}>"	0.0535714285714286
"1989"	"<{2926}>"	0.101190476190476
"1990"	"<{29290}>"	0.0595238095238095
"1991"	"<{29295}>"	0.0595238095238095
"1992"	"<{29302}>"	0.0892857142857143
"1993"	"<{29317}>"	0.0476190476190476
"1994"	"<{29323}>"	0.0654761904761905
"1995"	"<{29336}>"	0.0535714285714286
"1996"	"<{29337}>"	0.154761904761905
"1997"	"<{29348}>"	0.107142857142857
"1998"	"<{29357}>"	0.0476190476190476
"1999"	"<{2938}>"	0.0714285714285714
"2000"	"<{2942}>"	0.232142857142857
"2001"	"<{2946}>"	0.125
"2002"	"<{2947}>"	0.0595238095238095
"2003"	"<{29481}>"	0.0476190476190476
"2004"	"<{29484}>"	0.0773809523809524
"2005"	"<{2949}>"	0.130952380952381
"2006"	"<{2950}>"	0.125
"2007"	"<{29500}>"	0.101190476190476
"2008"	"<{29504}>"	0.0714285714285714
"2009"	"<{2952}>"	0.148809523809524
"2010"	"<{29527}>"	0.0535714285714286
"2011"	"<{29567}>"	0.0654761904761905
"2012"	"<{29568}>"	0.0833333333333333
"2013"	"<{29578}>"	0.0833333333333333
"2014"	"<{296}>"	0.18452380952381
"2015"	"<{2960}>"	0.0476190476190476
"2016"	"<{29602}>"	0.0773809523809524
"2017"	"<{29614}>"	0.136904761904762
"2018"	"<{29626}>"	0.0714285714285714
"2019"	"<{29633}>"	0.0476190476190476
"2020"	"<{29659}>"	0.0833333333333333
"2021"	"<{2966}>"	0.0595238095238095
"2022"	"<{29661}>"	0.0892857142857143
"2023"	"<{29678}>"	0.0476190476190476
"2024"	"<{2969}>"	0.130952380952381
"2025"	"<{2970}>"	0.148809523809524
"2026"	"<{29710}>"	0.119047619047619
"2027"	"<{2972}>"	0.31547619047619
"2028"	"<{29738}>"	0.0654761904761905
"2029"	"<{29765}>"	0.0535714285714286
"2030"	"<{2977}>"	0.208333333333333
"2031"	"<{29775}>"	0.0535714285714286
"2032"	"<{2978}>"	0.0833333333333333
"2033"	"<{29793}>"	0.0476190476190476
"2034"	"<{29802}>"	0.166666666666667
"2035"	"<{2982}>"	0.0714285714285714
"2036"	"<{29837}>"	0.119047619047619
"2037"	"<{2984}>"	0.154761904761905
"2038"	"<{29862}>"	0.0535714285714286
"2039"	"<{29885}>"	0.0714285714285714
"2040"	"<{29893}>"	0.0476190476190476
"2041"	"<{299}>"	0.0833333333333333
"2042"	"<{2990}>"	0.136904761904762
"2043"	"<{2991}>"	0.107142857142857
"2044"	"<{29959}>"	0.0773809523809524
"2045"	"<{29975}>"	0.0476190476190476
"2046"	"<{2998}>"	0.0535714285714286
"2047"	"<{3}>"	0.0535714285714286
"2048"	"<{30029}>"	0.0535714285714286
"2049"	"<{3006}>"	0.101190476190476
"2050"	"<{301}>"	0.220238095238095
"2051"	"<{30100}>"	0.0833333333333333
"2052"	"<{30117}>"	0.0654761904761905
"2053"	"<{30147}>"	0.0595238095238095
"2054"	"<{30149}>"	0.0535714285714286
"2055"	"<{3015}>"	0.0535714285714286
"2056"	"<{30152}>"	0.0595238095238095
"2057"	"<{30154}>"	0.0595238095238095
"2058"	"<{30205}>"	0.0773809523809524
"2059"	"<{30219}>"	0.0595238095238095
"2060"	"<{30228}>"	0.0773809523809524
"2061"	"<{30251}>"	0.0476190476190476
"2062"	"<{3029}>"	0.0595238095238095
"2063"	"<{30298}>"	0.107142857142857
"2064"	"<{3030}>"	0.380952380952381
"2065"	"<{30302}>"	0.136904761904762
"2066"	"<{3031}>"	0.130952380952381
"2067"	"<{30310}>"	0.0535714285714286
"2068"	"<{30320}>"	0.0714285714285714
"2069"	"<{30337}>"	0.107142857142857
"2070"	"<{30341}>"	0.0595238095238095
"2071"	"<{30358}>"	0.0535714285714286
"2072"	"<{30374}>"	0.0654761904761905
"2073"	"<{3038}>"	0.178571428571429
"2074"	"<{30380}>"	0.0535714285714286
"2075"	"<{30382}>"	0.0714285714285714
"2076"	"<{30385}>"	0.0892857142857143
"2077"	"<{30398}>"	0.0535714285714286
"2078"	"<{30412}>"	0.0595238095238095
"2079"	"<{30431}>"	0.0773809523809524
"2080"	"<{3044}>"	0.0714285714285714
"2081"	"<{30460}>"	0.136904761904762
"2082"	"<{30467}>"	0.0476190476190476
"2083"	"<{3047}>"	0.31547619047619
"2084"	"<{305}>"	0.303571428571429
"2085"	"<{30500}>"	0.0476190476190476
"2086"	"<{30502}>"	0.0535714285714286
"2087"	"<{3052}>"	0.0535714285714286
"2088"	"<{3053}>"	0.0476190476190476
"2089"	"<{30532}>"	0.0535714285714286
"2090"	"<{30593}>"	0.0535714285714286
"2091"	"<{30603}>"	0.0892857142857143
"2092"	"<{30615}>"	0.0892857142857143
"2093"	"<{30618}>"	0.0595238095238095
"2094"	"<{3063}>"	0.0773809523809524
"2095"	"<{3064}>"	0.178571428571429
"2096"	"<{30642}>"	0.0595238095238095
"2097"	"<{30648}>"	0.0714285714285714
"2098"	"<{3066}>"	0.0535714285714286
"2099"	"<{30668}>"	0.0714285714285714
"2100"	"<{30674}>"	0.0595238095238095
"2101"	"<{3071}>"	0.0535714285714286
"2102"	"<{30714}>"	0.0476190476190476
"2103"	"<{30723}>"	0.0476190476190476
"2104"	"<{3074}>"	0.0833333333333333
"2105"	"<{30748}>"	0.0892857142857143
"2106"	"<{3075}>"	0.386904761904762
"2107"	"<{30777}>"	0.0654761904761905
"2108"	"<{30778}>"	0.0892857142857143
"2109"	"<{30780}>"	0.0595238095238095
"2110"	"<{30781}>"	0.0476190476190476
"2111"	"<{30799}>"	0.0535714285714286
"2112"	"<{30801}>"	0.0952380952380952
"2113"	"<{30827}>"	0.0595238095238095
"2114"	"<{3084}>"	0.220238095238095
"2115"	"<{30868}>"	0.0595238095238095
"2116"	"<{30881}>"	0.0714285714285714
"2117"	"<{3089}>"	0.125
"2118"	"<{30896}>"	0.0595238095238095
"2119"	"<{3090}>"	0.0833333333333333
"2120"	"<{30900}>"	0.0892857142857143
"2121"	"<{30906}>"	0.0833333333333333
"2122"	"<{30940}>"	0.101190476190476
"2123"	"<{30989}>"	0.101190476190476
"2124"	"<{31}>"	0.0714285714285714
"2125"	"<{31015}>"	0.0595238095238095
"2126"	"<{3103}>"	0.18452380952381
"2127"	"<{3104}>"	0.148809523809524
"2128"	"<{31050}>"	0.0654761904761905
"2129"	"<{31068}>"	0.0476190476190476
"2130"	"<{31088}>"	0.0476190476190476
"2131"	"<{31098}>"	0.0595238095238095
"2132"	"<{3112}>"	0.0714285714285714
